,Unnamed: 0,en,file,file-name,type,length,date,smp,file_path,converted_file_path,segments,segments_count,audio,integer_code
10,10,Hooded Crow,https://xeno-canto.org/929130/download,XC929130-cornix-c-pspea-240728_0751.mp3,call,0:02,2024-07-28,48000,AudioFile\XC929130-cornix-c-pspea-240728_0751.mp3,audio_files/XC929130-cornix-c-pspea-240728_0751.wav,"[((1.172607709750567), (1.555736961451247))]",1,"[-6.3671484e-07  7.7813718e-07 -8.7356494e-07 ...  2.5532444e-07
 -2.8796262e-07  0.0000000e+00]",1
11,11,Hooded Crow,https://xeno-canto.org/926869/download,XC926869-20240813_001_ZF2_07_40_08.wav,call,3:08,2024-08-13,48000,AudioFile\XC926869-20240813_001_ZF2_07_40_08.wav,audio_files/XC926869-20240813_001_ZF2_07_40_08.wav,"[((0.33668934240362813), (0.9636281179138322)), ((0.33668934240362813), (0.9636281179138322)), ((2.8560544217687074), (2.914104308390023)), ((7.383945578231293), (7.4071655328798185)), ((7.836734693877551), (7.87156462585034)), ((8.13859410430839), (8.161814058956915)), ((17.159546485260773), (17.4962358276644)), ((17.76326530612245), (18.285714285714285)), ((18.44825396825397), (18.808163265306124)), ((22.47691609977324), (22.50013605442177)), ((28.85079365079365), (28.874013605442176)), ((29.18748299319728), (29.53578231292517)), ((29.90730158730159), (30.243990929705216)), ((31.474648526077097), (31.497868480725625)), ((31.7881179138322), (32.08997732426304)), ((36.79201814058957), (36.80362811791383)), ((39.00952380952381), (39.067573696145125)), ((45.10476190476191), (45.15120181405896)), ((45.49950113378685), (45.51111111111111)), ((48.76190476190476), (49.14503401360544)), ((49.237913832199546), (49.24952380952381)), ((49.47011337868481), (49.85324263038549)), ((50.21315192743764), (50.61950113378685)), ((50.921360544217684), (51.38575963718821)), ((50.921360544217684), (51.38575963718821)), ((50.921360544217684), (51.420589569160995)), ((51.78049886621315), (52.05913832199546)), ((52.54675736961451), (52.81378684807256)), ((52.92988662131519), (53.18530612244898)), ((53.18530612244898), (53.63809523809524)), ((54.57850340136054), (54.67138321995465)), ((54.83392290249433), (54.90358276643991)), ((55.646621315192746), (55.66984126984127)), ((55.843990929705214), (56.06458049886621)), ((56.42448979591837), (56.95854875283447)), ((57.272018140589566), (57.666757369614515)), ((57.980226757369614), (58.32852607709751)), ((58.65360544217687), (59.10639455782313)), ((58.65360544217687), (59.10639455782313)), ((59.512743764172335), (59.791383219954646)), ((59.953922902494334), (60.00036281179138)), ((64.19156462585035), (64.21478458049887)), ((65.10875283446713), (65.1435827664399)), ((65.677641723356), (65.94467120181406)), ((66.36263038548753), (66.64126984126985)), ((67.10566893424036), (67.37269841269841)), ((74.71020408163265), (74.76825396825397)), ((74.82630385487528), (74.84952380952382)), ((74.94240362811792), (74.95401360544217)), ((74.96562358276644), (75.00045351473923)), ((75.11655328798186), (75.12816326530613)), ((75.17460317460318), (75.1978231292517)), ((75.25587301587302), (75.26748299319728)), ((79.0639455782313), (79.31936507936508)), ((79.72571428571429), (79.99274376417233)), ((80.45714285714286), (80.72417233560091)), ((84.9037641723356), (84.99664399092971)), ((93.91310657596372), (94.2962358276644)), ((94.6097052154195), (95.00444444444445)), ((95.41079365079365), (95.72426303854876)), ((95.9912925170068), (96.4324716553288)), ((96.81560090702948), (97.19873015873016)), ((111.5718820861678), (111.60671201814058)), ((144.49777777777777), (144.53260770975058)), ((154.40108843537416), (154.482358276644)), ((154.73777777777778), (154.83065759637188)), ((166.34775510204082), (166.37097505668933)), ((171.4445351473923), (171.45614512471656)), ((178.1899319727891), (178.21315192743765)), ((178.31764172335602), (178.34086167800453)), ((178.37569160997734), (178.38730158730158)), ((178.99102040816325), (179.06068027210884)), ((183.83238095238096), (184.12263038548753)), ((185.74802721088435), (185.75963718820861)), ((186.0150566893424), (186.3633560090703)), ((187.43147392290248), (187.44308390022675))]",76,"[-0.01265939 -0.01454163 -0.01389446 ...  0.00893421  0.00980515
  0.00815279]",1
12,12,Whooper Swan,https://xeno-canto.org/926692/download,XC926692-220503_0277B-sel-Sångsvan-gråhakedopping-sothöna-kricka-större-brunfladdermus.mp3,call,1:18,2022-05-03,48000,AudioFile\XC926692-220503_0277B-sel-Sångsvan-gråhakedopping-sothöna-kricka-större-brunfladdermus.mp3,audio_files/XC926692-220503_0277B-sel-Sångsvan-gråhakedopping-sothöna-kricka-större-brunfladdermus.wav,"[((0.905578231292517), (1.3467573696145125)), ((1.2770975056689342), (1.486077097505669)), ((1.486077097505669), (1.6021768707482993)), ((1.6137868480725623), (1.9040362811791383)), ((1.7298866213151927), (1.9853061224489796)), ((1.9853061224489796), (2.3103854875283445)), ((2.3219954648526078), (2.5425850340136056)), ((2.5658049886621317), (2.7747845804988662)), ((2.8792743764172335), (3.1346938775510202)), ((3.3668934240362813), (3.7151927437641725)), ((4.005442176870749), (4.31891156462585)), ((4.330521541950113), (4.481451247165533)), ((4.620770975056689), (5.061950113378685)), ((4.713650793650793), (5.061950113378685)), ((5.061950113378685), (5.572789115646258)), ((5.061950113378685), (6.339047619047619)), ((5.584399092970521), (6.339047619047619)), ((5.584399092970521), (6.339047619047619)), ((5.584399092970521), (6.339047619047619)), ((5.584399092970521), (6.594467120181406)), ((6.339047619047619), (6.594467120181406)), ((6.339047619047619), (6.640907029478458)), ((6.594467120181406), (6.768616780045352)), ((6.640907029478458), (6.907936507936508)), ((6.768616780045352), (7.035646258503402)), ((6.919546485260771), (7.035646258503402)), ((6.919546485260771), (7.314285714285714)), ((7.082086167800454), (7.558095238095238)), ((7.349115646258503), (7.813514739229025)), ((7.604535147392291), (7.813514739229025)), ((7.604535147392291), (8.301133786848073)), ((7.836734693877551), (8.301133786848073)), ((7.836734693877551), (8.301133786848073)), ((7.836734693877551), (8.301133786848073)), ((7.836734693877551), (8.544943310657596)), ((8.370793650793651), (10.12390022675737)), ((8.591383219954649), (10.12390022675737)), ((8.591383219954649), (10.12390022675737)), ((8.591383219954649), (10.12390022675737)), ((8.591383219954649), (10.12390022675737)), ((8.591383219954649), (10.12390022675737)), ((8.591383219954649), (10.12390022675737)), ((8.591383219954649), (10.12390022675737)), ((8.591383219954649), (13.328253968253968)), ((10.135510204081633), (13.328253968253968)), ((10.135510204081633), (13.328253968253968)), ((10.135510204081633), (13.328253968253968)), ((10.135510204081633), (13.328253968253968)), ((53.76580498866213), (53.90512471655329)), ((55.309931972789116), (55.55374149659864)), ((56.35482993197279), (56.610249433106574)), ((56.610249433106574), (56.993378684807254)), ((57.73641723356009), (57.79446712018141)), ((57.933786848072565), (58.13115646258503)), ((58.15437641723356), (58.27047619047619)), ((59.013514739229024), (59.083174603174605)), ((59.199274376417236), (59.97714285714286)), ((62.78675736961451), (62.914467120181406)), ((64.15673469387755), (64.21478458049887))]",59,"[-6.5069770e-13  1.8410210e-12  7.1196575e-13 ... -1.3579290e-07
  1.1464749e-05  1.7216695e-05]",3
13,13,Eurasian Penduline Tit,https://xeno-canto.org/905615/download,"XC905615-Penduline-Tit-call-very-good-2024-05-12-Zvanichevo-Fishponds,-Pazardzhik,-Bulgaria_022_short.wav",call,0:13,2024-05-12,48000,"AudioFile\XC905615-Penduline-Tit-call-very-good-2024-05-12-Zvanichevo-Fishponds,-Pazardzhik,-Bulgaria_022_short.wav","audio_files/XC905615-Penduline-Tit-call-very-good-2024-05-12-Zvanichevo-Fishponds,-Pazardzhik,-Bulgaria_022_short.wav","[((0.22058956916099773), (0.301859410430839)), ((0.3599092970521542), (0.5456689342403628)), ((0.626938775510204), (0.6849886621315193)), ((0.9752380952380952), (1.0681179138321995)), ((1.0681179138321995), (1.1261678004535147)), ((1.0681179138321995), (1.1261678004535147)), ((1.195827664399093), (1.3003174603174603)), ((1.7066666666666668), (1.7531065759637188)), ((2.0549659863945577), (2.345215419501134)), ((2.728344671201814), (2.8676643990929707)), ((2.9605442176870747), (3.053424036281179)), ((3.1230839002267574), (3.1579138321995464)), ((3.1579138321995464), (3.2275736961451247)), ((3.3436734693877552), (3.436553287981859)), ((3.5294331065759637), (3.622312925170068)), ((3.7384126984126986), (3.8312925170068026)), ((3.959002267573696), (4.017052154195011)), ((4.493061224489796), (4.551111111111111)), ((4.725260770975057), (4.771700680272109)), ((5.0967800453514736), (5.166439909297052)), ((5.201269841269841), (5.23609977324263)), ((5.352199546485261), (5.526349206349207)), ((5.352199546485261), (5.526349206349207)), ((5.607619047619048), (5.909478458049887)), ((5.607619047619048), (5.909478458049887)), ((5.607619047619048), (5.909478458049887)), ((5.944308390022676), (6.025578231292517)), ((6.443537414965986), (6.629297052154195)), ((11.54031746031746), (11.656417233560092)), ((11.702857142857143), (11.818956916099774)), ((11.888616780045352), (12.027936507936507)), ((12.178866213151927), (12.225306122448979)), ((12.294965986394558), (12.353015873015874)), ((12.45750566893424), (12.57360544217687)), ((12.596825396825396), (12.817414965986394)), ((12.84063492063492), (12.956734693877552)), ((12.979954648526077), (13.02639455782313)), ((13.188934240362812), (13.235374149659863))]",38,[0.00508895 0.00349855 0.00099706 ... 0.01268011 0.01995388 0.01820134],4
14,14,Barnacle Goose,https://xeno-canto.org/903305/download,XC903305-Vitkindad-gås_12.mp3,call,0:08,2024-05-15,48000,AudioFile\XC903305-Vitkindad-gås_12.mp3,audio_files/XC903305-Vitkindad-gås_12.wav,"[((0.5340589569160997), (0.603718820861678)), ((0.9287981859410431), (1.0216780045351475)), ((1.4048072562358276), (1.509297052154195)), ((1.7414965986394557), (1.8808163265306121)), ((2.10140589569161), (2.2987755102040817)), ((2.4961451247165534), (2.670294784580499)), ((2.7980045351473923), (2.9837641723356008)), ((3.0882539682539685), (3.239183673469388)), ((3.3668934240362813), (3.5526530612244898)), ((3.6687528344671203), (3.866122448979592)), ((3.947392290249433), (4.121541950113379)), ((4.272471655328798), (4.400181405895691)), ((4.5859410430839), (4.818140589569161)), ((4.911020408163266), (5.154829931972789)), ((5.259319727891157), (5.375419501133787)), ((5.677278911564626), (5.8165986394557825)), ((6.292607709750567), (6.397097505668934)), ((6.640907029478458), (6.780226757369615)), ((6.907936507936508), (7.082086167800454)), ((7.151746031746032), (7.441995464852607))]",20,"[ 1.6936911e-12 -9.3351119e-13 -1.3332931e-12 ...  3.4334514e-14
  4.9024798e-13  0.0000000e+00]",2
15,15,Eurasian Penduline Tit,https://xeno-canto.org/905616/download,"XC905616-Penduline-Tit-call-good-2024-05-12-Zvanichevo-Fishponds,-Pazardzhik,-Bulgaria_016_short.wav",call,0:13,2024-05-12,48000,"AudioFile\XC905616-Penduline-Tit-call-good-2024-05-12-Zvanichevo-Fishponds,-Pazardzhik,-Bulgaria_016_short.wav","audio_files/XC905616-Penduline-Tit-call-good-2024-05-12-Zvanichevo-Fishponds,-Pazardzhik,-Bulgaria_016_short.wav","[((0.16253968253968254), (0.615328798185941)), ((1.811156462585034), (1.8459863945578232)), ((2.2058956916099772), (2.2871655328798184)), ((3.1463038548752835), (3.4017233560090703)), ((6.095238095238095), (6.873106575963718)), ((6.095238095238095), (6.873106575963718)), ((9.218321995464853), (9.404081632653062)), ((9.647891156462585), (10.298049886621316)), ((12.1556462585034), (12.318185941043083)), ((12.353015873015874), (12.631655328798185)), ((12.747755102040816), (13.014784580498866))]",11,"[-0.00322552 -0.00517194 -0.00568763 ...  0.0040503   0.00431518
  0.        ]",4
16,16,Barnacle Goose,https://xeno-canto.org/902154/download,XC902154-180101_0242.mp3,"flight call, Wingbeats",1:40,2024-05-11,44100,AudioFile\XC902154-180101_0242.mp3,audio_files/XC902154-180101_0242.wav,"[((4.760090702947846), (4.876190476190477)), ((5.746938775510204), (5.863038548752835)), ((5.944308390022676), (6.03718820861678)), ((6.466757369614513), (6.548027210884354)), ((6.768616780045352), (7.070476190476191)), ((7.4071655328798185), (7.511655328798186)), ((7.7090249433106575), (7.790294784580499)), ((7.987664399092971), (8.17342403628118)), ((8.266303854875284), (8.452063492063493)), ((8.452063492063493), (8.591383219954649)), ((8.649433106575964), (8.928072562358278)), ((9.09061224489796), (9.287981859410431)), ((9.334421768707482), (9.415691609977324)), ((9.496961451247165), (9.613061224489796)), ((9.624671201814058), (9.891700680272109)), ((10.019410430839002), (10.135510204081633)), ((10.170340136054422), (10.483809523809525)), ((10.170340136054422), (10.483809523809525)), ((10.565079365079365), (11.064308390022676)), ((11.075918367346938), (11.145578231292516)), ((11.3081179138322), (11.482267573696145)), ((11.493877551020407), (11.57514739229025)), ((11.69124716553288), (11.830566893424036)), ((11.842176870748299), (12.039546485260772)), ((12.07437641723356), (12.167256235827665)), ((12.167256235827665), (12.30657596371882)), ((12.318185941043083), (12.701315192743763)), ((12.852244897959183), (13.270204081632652)), ((12.852244897959183), (13.270204081632652)), ((13.328253968253968), (13.40952380952381)), ((13.432743764172336), (13.572063492063492)), ((13.572063492063492), (13.920362811791383)), ((14.071292517006803), (14.245442176870748)), ((14.280272108843537), (14.547301587301588)), ((14.767891156462586), (14.849160997732426)), ((14.953650793650795), (15.023310657596372)), ((15.185850340136055), (15.394829931972788)), ((15.418049886621315), (15.47609977324263)), ((15.47609977324263), (15.650249433106575)), ((15.905668934240364), (16.021768707482995)), ((15.963718820861677), (16.091428571428573)), ((16.114648526077097), (16.16108843537415)), ((16.207528344671204), (16.579047619047618)), ((16.61387755102041), (16.91573696145125)), ((17.04344671201814), (17.333696145124716)), ((17.438185941043084), (17.69360544217687)), ((17.705215419501133), (17.79809523809524)), ((17.821315192743764), (17.937414965986395)), ((18.274104308390022), (18.355374149659863)), ((19.59764172335601), (19.667301587301587)), ((20.340680272108845), (20.607709750566894)), ((20.793469387755103), (20.94439909297052)), ((21.060498866213152), (21.373968253968254)), ((21.501678004535147), (21.59455782312925)), ((21.757097505668934), (21.908027210884352)), ((21.942857142857143), (22.070566893424036)), ((22.19827664399093), (22.27954648526077)), ((22.291156462585032), (22.488526077097507)), ((22.58140589569161), (22.906485260770975)), ((23.103854875283446), (23.196734693877552)), ((23.53342403628118), (23.62630385487528)), ((23.73079365079365), (23.893333333333334)), ((24.624761904761904), (24.706031746031748)), ((24.810521541950113), (24.961451247165535)), ((25.170430839002268), (25.193650793650793)), ((25.762539682539682), (25.820589569160997)), ((25.93668934240363), (26.064399092970522)), ((27.898775510204082), (28.0497052154195)), ((28.514104308390024), (28.61859410430839)), ((40.867120181405895), (40.925170068027214)), ((41.15736961451247), (41.34312925170068)), ((41.853968253968254), (41.970068027210885)), ((42.37641723356009), (42.58539682539683)), ((42.77115646258503), (42.82920634920635)), ((43.37487528344671), (43.46775510204082)), ((43.47936507936508), (43.502585034013606)), ((43.86249433106576), (43.90893424036281)), ((44.09469387755102), (44.257233560090704)), ((45.37179138321996), (45.638820861678006)), ((47.49641723356009), (47.61251700680272)), ((48.07691609977324), (48.18140589569161)), ((48.576145124716554), (48.76190476190476)), ((48.83156462585034), (49.075374149659865)), ((49.237913832199546), (49.400453514739226)), ((49.53977324263039), (49.64426303854875)), ((49.71392290249433), (50.062222222222225)), ((49.83002267573696), (50.271201814058955)), ((50.39891156462585), (50.64272108843537)), ((50.68916099773243), (50.8865306122449)), ((50.944580498866216), (51.037460317460315)), ((51.13034013605442), (51.757278911564626)), ((51.76888888888889), (52.0475283446712)), ((52.15201814058957), (54.06766439909297)), ((54.114104308390026), (55.00807256235828)), ((55.00807256235828), (55.530521541950115)), ((55.54213151927438), (55.70467120181406)), ((55.82077097505669), (56.447709750566894)), ((56.018140589569164), (56.71473922902494)), ((56.74956916099773), (56.92371882086168)), ((56.97015873015873), (57.12108843537415)), ((57.13269841269841), (57.4809977324263)), ((57.550657596371884), (57.74802721088435)), ((57.96861678004535), (58.026666666666664)), ((58.026666666666664), (58.2356462585034)), ((58.316916099773245), (58.56072562358277)), ((58.641995464852606), (58.78131519274376)), ((58.816145124716556), (58.89741496598639)), ((59.025124716553286), (59.176054421768704)), ((59.733333333333334), (59.94231292517007)), ((60.395102040816326), (60.47637188208617)), ((61.01043083900227), (61.03365079365079)), ((61.08009070294784), (61.149750566893424)), ((61.84634920634921), (61.89278911564626)), ((61.92761904761905), (61.99727891156463)), ((62.078548752834465), (62.18303854875283)), ((62.40362811791383), (62.519727891156464)), ((62.62421768707483), (62.67065759637188)), ((62.86802721088436), (62.960907029478456)), ((63.07700680272109), (65.8053514739229)), ((65.93306122448979), (67.32625850340136)), ((67.39591836734694), (68.02285714285715)), ((68.04607709750567), (68.5685260770975)), ((68.41759637188208), (68.80072562358276)), ((68.80072562358276), (69.07936507936508)), ((69.11419501133787), (69.28834467120181)), ((69.29995464852608), (69.9849433106576)), ((69.9849433106576), (70.86730158730158)), ((70.98340136054422), (71.30848072562358)), ((71.35492063492063), (71.56390022675737)), ((71.64517006802721), (71.84253968253968)), ((71.84253968253968), (72.01668934240362)), ((72.01668934240362), (72.42303854875283)), ((72.49269841269842), (72.57396825396826)), ((72.63201814058957), (72.88743764172335)), ((73.02675736961451), (73.4098866213152)), ((73.70013605442176), (73.95555555555555)), ((74.08326530612244), (74.29224489795918)), ((74.33868480725623), (74.37351473922902)), ((74.46639455782314), (74.57088435374149)), ((74.57088435374149), (74.74503401360545)), ((74.7914739229025), (74.96562358276644)), ((75.04689342403628), (75.13977324263038)), ((75.25587301587302), (75.37197278911565)), ((75.49968253968254), (75.697052154195)), ((75.697052154195), (75.8595918367347)), ((76.1730612244898), (76.2311111111111)), ((76.27755102040817), (76.38204081632654)), ((76.59102040816326), (76.68390022675737)), ((76.77678004535147), (76.86965986394557)), ((77.47337868480726), (77.56625850340136)), ((77.94938775510204), (78.07709750566893)), ((79.13360544217687), (79.22648526077097)), ((79.70249433106576), (79.79537414965986))]",153,"[-3.0517578e-05 -3.0517578e-05  0.0000000e+00 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",2
17,17,Eurasian Penduline Tit,https://xeno-canto.org/910523/download,XC910523-Pungmes-lock-Hjälstaviken-20240604.mp3,call,0:10,2024-06-04,48000,AudioFile\XC910523-Pungmes-lock-Hjälstaviken-20240604.mp3,audio_files/XC910523-Pungmes-lock-Hjälstaviken-20240604.wav,"[((1.6950566893424037), (2.1710657596371883)), ((1.6950566893424037), (2.1710657596371883)), ((2.345215419501134), (2.391655328798186)), ((5.2477097505668935), (5.317369614512471)), ((6.989206349206349), (7.511655328798186)), ((9.7059410430839), (9.763990929705216))]",6,"[-5.0713622e-13 -3.6057442e-13 -2.5663935e-13 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",4
18,18,Eurasian Penduline Tit,https://xeno-canto.org/910524/download,XC910524-Pungemes-med-kamerasmatter-Hjälstaviken-20240604.mp3,uncertain,0:48,2024-06-04,48000,AudioFile\XC910524-Pungemes-med-kamerasmatter-Hjälstaviken-20240604.mp3,audio_files/XC910524-Pungemes-med-kamerasmatter-Hjälstaviken-20240604.wav,"[((0.592108843537415), (0.8475283446712019)), ((1.6370068027210884), (1.6602267573696146)), ((1.6718367346938776), (2.2755555555555556)), ((3.7151927437641725), (3.924172335600907)), ((4.365351473922902), (4.609160997732427)), ((4.609160997732427), (5.38702947845805)), ((7.174965986394557), (7.778684807256236)), ((8.904852607709751), (9.496961451247165)), ((8.904852607709751), (9.496961451247165)), ((10.448979591836734), (10.646349206349207)), ((10.646349206349207), (10.85532879818594)), ((11.029478458049887), (11.319727891156463)), ((17.136326530612244), (17.333696145124716)), ((17.136326530612244), (17.68199546485261)), ((19.51637188208617), (19.690521541950112)), ((19.690521541950112), (19.748571428571427)), ((20.421950113378685), (20.503219954648525)), ((20.93278911564626), (20.956009070294783)), ((21.89641723356009), (22.16344671201814)), ((22.209886621315192), (22.430476190476192)), ((25.588390022675735), (26.261768707482993)), ((25.588390022675735), (26.261768707482993)), ((25.588390022675735), (26.261768707482993)), ((26.760997732426304), (27.00480725623583)), ((26.760997732426304), (29.129433106575963)), ((31.207619047619048), (31.24244897959184)), ((31.288888888888888), (31.33532879818594)), ((31.48625850340136), (31.509478458049887)), ((31.834557823129252), (31.86938775510204)), ((31.962267573696145), (32.275736961451244)), ((32.33378684807256), (32.51954648526077)), ((32.58920634920635), (32.60081632653061)), ((33.22775510204082), (33.23936507936508)), ((33.35546485260771), (33.56444444444445)), ((33.7037641723356), (33.88952380952381)), ((35.03891156462585), (35.36399092970522)), ((35.37560090702948), (35.561360544217685)), ((35.60780045351474), (35.71229024943311)), ((35.88643990929705), (35.9328798185941)), ((36.17668934240363), (36.49015873015873)), ((36.53659863945578), (36.73396825396826)), ((37.68598639455782), (37.964625850340134)), ((38.02267573696145), (38.185215419501134)), ((39.230113378684806), (39.450702947845805)), ((39.5784126984127), (39.72934240362812)), ((39.96154195011338), (39.996371882086166)), ((40.47238095238095), (40.49560090702948)), ((41.19219954648526), (41.22702947845805)), ((41.517278911564624), (41.54049886621315)), ((41.81913832199547), (41.853968253968254)), ((42.09777777777778), (42.120997732426304)), ((42.457687074829934), (42.72471655328798)), ((42.79437641723356), (42.96852607709751)), ((43.281995464852606), (43.37487528344671)), ((43.490975056689344), (43.607074829931975)), ((43.61868480725624), (43.66512471655329)), ((43.75800453514739), (43.9437641723356)), ((43.990204081632655), (44.083083900226754)), ((44.3849433106576), (44.50104308390023)), ((44.67519274376417), (47.18294784580499)), ((47.57768707482993), (47.63573696145125)), ((47.77505668934241), (47.809886621315194)), ((47.89115646258504), (47.91437641723356))]",63,"[-1.8011805e-12  8.3415219e-13  3.7942297e-12 ...  0.0000000e+00
  0.0000000e+00  0.0000000e+00]",4
19,19,Eurasian Penduline Tit,https://xeno-canto.org/905618/download,"XC905618-Penduline-Tit-call-good-2024-05-12-Zvanichevo-Fishponds,-Pazardzhik,-Bulgaria_019_short.wav",call,0:20,2024-05-12,48000,"AudioFile\XC905618-Penduline-Tit-call-good-2024-05-12-Zvanichevo-Fishponds,-Pazardzhik,-Bulgaria_019_short.wav","audio_files/XC905618-Penduline-Tit-call-good-2024-05-12-Zvanichevo-Fishponds,-Pazardzhik,-Bulgaria_019_short.wav","[((0.011609977324263039), (0.09287981859410431)), ((0.18575963718820862), (0.6617687074829932)), ((0.8126984126984127), (0.9636281179138322)), ((1.0565079365079366), (1.172607709750567)), ((1.3235374149659864), (1.4628571428571429)), ((2.2058956916099772), (2.8908843537414968)), ((4.249251700680272), (4.748480725623582)), ((4.249251700680272), (4.748480725623582)), ((4.957460317460318), (5.00390022675737)), ((6.246167800453515), (6.919546485260771)), ((6.246167800453515), (6.919546485260771)), ((6.246167800453515), (6.919546485260771)), ((7.383945578231293), (7.430385487528345)), ((7.558095238095238), (7.650975056689342)), ((7.90639455782313), (8.161814058956915)), ((8.452063492063493), (9.206712018140589)), ((9.05578231292517), (9.206712018140589)), ((9.369251700680271), (9.485351473922902)), ((9.7059410430839), (10.135510204081633)), ((9.7059410430839), (10.27482993197279)), ((11.482267573696145), (12.236916099773243)), ((13.200544217687074), (13.548843537414966)), ((14.303492063492063), (14.338321995464852)), ((14.361541950113379), (14.431201814058957)), ((14.616961451247166), (15.081360544217688)), ((14.616961451247166), (15.290340136054422)), ((15.081360544217688), (15.36)), ((16.07981859410431), (16.671927437641724)), ((17.670385487528346), (18.332154195011338)), ((18.587573696145125), (18.715283446712018)), ((19.14485260770975), (19.6324716553288)), ((19.29578231292517), (19.644081632653062)), ((19.71374149659864), (19.748571428571427)), ((19.79501133786848), (19.887891156462587)), ((19.9459410430839), (20.027210884353742)), ((20.143310657596373), (20.17814058956916))]",36,"[ 3.7757729e-03  2.6270926e-03  2.0582937e-03 ... -1.8583838e-03
 -4.9226318e-04  3.5895995e-05]",4
